name,count
India,15
Chutki,9
Whispering Woods,9
Forest,9
River,7
Banyan Tree,7
Land of Dreams,6
Enchanted Forest,5
Village,5
Maharashtra,4
Sundarpur,4
Chhoti Duniya,4
Chandpur,4
Chaitanya,3
Delhi,3
Amrapur,3
Western Ghats,3
Mountain of Dreams,3
Land of Wishes,3
Rainbow River,3
Red Fort,2
River Ganga,2
Vasantpur,2
Grove,2
Clearing,2
Forest of Shadows,2
Pond,2
Chandanpur,2
Himalayas,2
Mango Kingdom,2
Nandpur,2
Mountain,2
Pindar,2
Aamgaon,2
Chhoti Dham,2
Cave of Echoes,2
Forest of Whispers,2
Island of Dreams,2
Cave of Shadows,2
Misty Mountains,2
Mountain of Echoes,2
Kalpavriksha,2
Chandni,2
Aamra,2
India Gate,1
Whispering Forest,1
Land of Mango Dreams,1
Amaltas,1
Chintanpur,1
Dark Cave,1
Choti Duniya,1
Aangan,1
Vasant,1
Chhota Pura,1
Chhoti Haveli,1
Old Banyan Tree,1
Whispering River,1
Singing Trees,1
Celestial Rainbow,1
Rangpur,1
Surya Dham,1
Chanderi,1
Library of Dreams,1
Valley of Wishes,1
Aamla,1
Enchanted Mango Tree,1
Orchard,1
Mountains,1
Stars,1
Chandrapur,1
Valley of Shadows,1
River of Laughter,1
Sundargram,1
"Chutneypur  
Mango Kingdom",1
Valley of Echoes,1
Cave of Whispers,1
Amarpur,1
Land of Mangoes,1
Aman,1
not a place,1
but the character,1
The village,1
not a specific place name,1
Cloud Castle,1
Amroli,1
implied as the hills,1
Kalyanpur,1
Dark Hollow,1
Karnataka,1
Banyan tree,1
Hidden lake,1
Amara,1
Himmatpur,1
Chupkali,1
Whispering Hollow,1
Chandni Chowk,1
Old Mosque,1
Spice Market,1
Chandni Chowk Bazaar,1
Cave,1
Chitpur,1
Gharonda,1
Sea,1
Ratanpur,1
Dhanpur,1
Land of Colors,1
Mogra,1
Lake of Laughter,1
Amrapali,1
Karan,1
Ravi,1
Meera,1
Great Banyan Tree,1
Raghunathpur,1
Riverbank,1
Hut,1
Shadow Mountain,1
Chitrakoot,1
Kalapathar,1
Peepal tree,1
Shadowy grove,1
Heart of the forest,1
Tall tree,1
Chhota Kheda,1
Land of Raindrops,1
Gloomy Grove,1
Aari,1
s village,1
The enchanted forest,1
The Cave of Shadows,1
Chikankari,1
Valley of Friendship,1
Mountain of Strength,1
Dukhini,1
s dark castle,1
Land of Mango Magic,1
Silver Falls,1
Sunderpur,1
Crystal Cave,1
Sunnyvale,1
Meadow of Kindness,1
River of Honesty,1
Pankhudi,1
Aravali,1
Enchanted Grove,1
Kaal,1
Lila,1
"Chhatarpur  
Saral",1
"Chutki  
Land of Banjara  
Forest of Whispers  
Tree of Dreams",1
Midnight Mango Tree,1
Jungle of Dreams,1
Fountain of Wishes,1
Gagpur,1
Punarvas,1
The Enchanted Forest,1
Jambavan,1
Chhota Bhatia,1
Shantipur,1
Lost City of Sundar,1
River of Reflections,1
Glade,1
Anandpur,1
Goa,1
Rajasthan,1
Kerala,1
Jambhavan,1
Land of Surya,1
Ocean,1
Chhoti Dhaman,1
Enchanted Gully,1
River of Wishes,1
Forest of Laughter,1
Valley of Dreams,1
Village of Unity,1
Amba,1
Choti Dhani,1
River of Dreams,1
Dark Forest,1
Hill of Echoes,1
River of Reflection,1
Chaturpur,1
Babu,1
Sitarpur,1
Chhota Puran,1
