name,count
Willow Creek,44
Maplewood,32
Whispering Woods,16
Maplewood Grove,6
Maple Street,5
Maplewood Hollow,4
Maplewood Forest,4
Willowbrook,4
Land of Whimsy,3
Misty Mountains,3
Enchanted Forest,3
Oak Tree,2
The creek,2
Cave of Echoes,2
Maplewood Park,2
Singing Stream,2
Land of Colors,2
Enchanted Realm,2
Rainbow Bridge,2
Cave of Courage,2
Pinewood Forest,2
"Maplewood  
Maplewood Grove",1
"Willow Creek  
Enchanted Forest  
Cave of Echoes  
Tree of Knowledge  
Valley of Friendship  
Morgath",1
s lair,1
Celestial Realm,1
Lake of Reflections,1
River,1
Community Center,1
Sweet Treats,1
Festival Grounds,1
Clara,1
s Kitchen,1
The Woods,1
The Old Oak Tree,1
The Sparkling Stream,1
The Cave,1
The Rocky Hillside,1
The oak tree,1
The cave,1
Heartwood Tree,1
Enchanted Library,1
"Willow Creek  
Maplewood Park  
Land of Whimsy",1
Willowbend,1
Candyland,1
The playground,1
The fountain,1
The flower garden,1
The petting zoo,1
Willowdale,1
Meadowbrook,1
Meadowbrook Woods,1
"Maplewood  
Maplewood Grove  
Great Oak Tree  
old stone bridge",1
Maplewood Creek,1
Crystal Caverns,1
Forest of Shadows,1
Breezy Cliff,1
Jellybean Junction,1
Willow Grove,1
Starlit Compass,1
Shadow King,1
s Lair,1
Applewood Grove,1
Pineconia,1
Valley of Light,1
Shimmering Peak,1
Forest of Laughter,1
Laughing Grotto,1
Enchanted Glade,1
Great Oak,1
Great Pine,1
Color Mountains,1
Treetop Forest,1
Great Oak Tree,1
Circle of Stones,1
Whispering Falls,1
Pumblewood,1
Enchanted Lake,1
Whimsical Woods,1
Giggle Grove,1
Enchanted Clearing,1
Cloverfield,1
Cloverfield Creek,1
Great Maple,1
Heart Tree,1
"Willow Creek  
Whispering Woods",1
Pinecone Hollow,1
"Pineville  
Maple Street  
Mrs",1
"Wilkins  
Lila  
Mrs",1
"Thompson  
Sparky  
Jamie  
Pineville  
The Woods",1
The Whispering Woods,1
Willow Creek Fair,1
Lake,1
"Willow Creek  
Land of Whimsy  
Meadow",1
Caves of Dullness,1
Meadow,1
Misty Mountain,1
Glimmer Grove,1
Moonlight Meadow,1
Elmwood Forest,1
Great Oak of Wonders,1
The Enchanted Cave,1
Enchanted Garden,1
Great Oak Forest,1
Forest of Whimsy,1
Laughing Tree,1
Cave of Whispers,1
Glittering Falls,1
Willowbrook Woods,1
Hollow Oak,1
Whispering Stream,1
Enchanted Meadow,1
Rainbow Valley,1
Dark Cave,1
Rainbow Falls,1
in the year,1
Enchanted Grotto,1
Whispering Pines,1
Elderberry Lane,1
Enchanted Hollow,1
The Park,1
The Library,1
The Antique Shop,1
Colorful Forest,1
Glimmering Grove,1
Enchanted Spring,1
Willow Creek Forest,1
Realm of Starlight,1
Whispering Meadow,1
Heart of Willow Creek,1
The park,1
The woods,1
The clearing,1
Secret Hollow,1
Enchantment,1
Enchanted Woods,1
Realm of Wonders,1
Meadow of Kindness,1
Dreamy Vale,1
Ojibwe,1
"Willow Creek  
Ursa Major  
Orion  
Lyra",1
