Name,Count
Clara,9
Emma Collins,2
Maggie Thompson,2
Sarah,2
Sarah Thompson,2
Jake,2
Emily Parker,1
Henry Caldwell,1
Jack Thompson,1
Ellen Parker,1
Clara Hayes,1
Amelia Hart,1
Benny Turner,1
Charlie,1
Evelyn,1
Lucy Thompson,1
Claire,1
Sarah Adams,1
Gina Mathews,1
Josh Parker,1
Anna Thompson,1
Emma,1
Emma Carter,1
Molly Hayes,1
Sarah Mitchell,1
Lucy,1
Lila Thompson,1
Lucas Hayes,1
Mia,1
Clara Bennett,1
Henry Thompson,1
Edna Johnson,1
Clara Thompson,1
Lila Mayfield,1
Amelia,1
Ella Thompson,1
Mary,1
