name,count
Chicago,28
Maplewood,25
New York City,7
Union Station,4
Willow Creek,3
Vermont,3
Seattle,3
Nebraska,3
Virginia,3
Evergreen,3
Pine Ridge,3
Cedar Grove,3
Willow Lane,3
Kansas,3
Cedar Springs,3
Riverton,3
Cedar Creek,2
Lincoln Park,2
The City,2
New York,2
Oakwood,2
New Jersey,2
East Village,2
Pine Hollow,2
Ohio,2
Crestwood,2
Denver,2
Manhattan,2
Florida,2
Oklahoma,2
Ashwood,2
Millstone,2
Pinewood,2
Arizona,2
West Virginia,2
Wisconsin,1
Portland,1
Oregon,1
Willow Springs,1
"Cedar Grove  
New York  
Central Park  
Appalachian",1
Thompson Farms,1
The community center,1
implied town,1
Glenwood,1
Maryland,1
State Street,1
Lower East Side,1
Twin Pines,1
Copper Creek,1
Kane Valley,1
Halcyon,1
St,1
Louis,1
Dusty Hollow,1
Texas,1
Main Street,1
Sunset Grove,1
Langston Street,1
Silver Oak,1
Pennsylvania,1
Pittsburgh,1
Cedar Hollow,1
Elmwood,1
"Pinewood  
Seattle",1
"Cedar Hollow  
The Pine Cone  
Cedar Hollow High School",1
Hudson River,1
West Village,1
Missouri,1
New Orleans,1
Louisiana,1
Waverly,1
Old Town,1
Wicker Park,1
Oak Hollow,1
August,1
Maple Grove,1
Welby,1
Colorado,1
Pinewood Falls,1
Silver Creek,1
The Silver Spoon,1
Cider Hill Farm,1
Eldridge,1
Cedar Valley,1
Washington,1
D,1
C,1
Greenwich Village,1
Jasper,1
Virginia Beach,1
The Grove,1
Everglade,1
Tampa,1
Haverford,1
Appalachian Valley,1
Clara,1
Evermore,1
Lonesome Pines Station,1
Lonesome Pines,1
Kentucky,1
Fenton,1
Maplewood Caf,1
the river,1
Hartsville,1
South Carolina,1
"Ohio  
Chicago",1
Millfield,1
"Cedar Hollow  
West Virginia  
New York City",1
city mentioned but not named,1
Maple Street Caf,1
Harlow,1
Harrow,1
"Crescent Valley  
New York  
Sterling Media",1
Potomac,1
The Woods,1
mentioned multiple times,1
Emerson Gray,1
not a place,1
but a character referenced in the context of location,1
Winslow,1
Albuquerque,1
Indiana,1
Michigan,1
"Chatham  
New York City  
Chicago",1
Nashville,1
Lake Michigan,1
Dawson,1
Appalachian Mountains,1
Hometown,1
City,1
Town,1
Park,1
Church,1
Hardware Store,1
Caf,1
Art Studio,1
small town,1
not specified but implied as Eleanor,1
s hometown,1
"Cedar Ridge  
Chicago  
Maple Street",1
Mitchell,1
Charleston,1
"Virginia  
New York City  
Maple Street  
Central Park  
Brooklyn Bridge",1
Maine,1
no other specific cities or towns mentioned,1
Cascade Mountains,1
Montgomery,1
Alabama,1
Brewed Awakening,1
Wilson estate,1
Maplewood High,1
Prescott,1
not a specific name but implied,1
Midwest,1
