name,count
Melbourne,24
Sydney,22
Australia,13
Queensland,7
Flinders Ranges,7
Outback,7
New South Wales,6
Wattle Creek,6
Brisbane,5
Willow Creek,5
Australian outback,4
Alice Springs,4
Winton,4
Sunshine Coast,3
Broken Hill,3
Australian Outback,3
Hawker,2
Murray River,2
Western Australia,2
Wiluna,2
The city,2
Wilcannia,2
MacDonnell Ranges,2
Kookaburra Creek,2
Southern Cross Station,2
Charleville,2
Uluru,2
Byron Bay,2
mentioned,2
but not named,2
Wattle Bay,1
Lismore,1
Mooloolaba,1
Adelaide Hills,1
Adelaide,1
Kalgoorlie,1
Perth,1
Nambour,1
"Marloo  
Melbourne",1
Yarragoon,1
The Parched Plains,1
Cairns,1
Mulga Creek,1
Waratah Station,1
Old Man Johnson,1
s farm,1
the specific town is not named,1
referred to as,1
this neck of the woods,1
and,1
the small town,1
Bondi Beach,1
Telegraph Station,1
Thorny Ridge,1
Gumtree Bay,1
The Salty Dog,1
Hollow Springs,1
Coober Pedy,1
Bunda,1
Southern Highlands,1
Berrigan,1
Nyngan,1
Perenjori,1
Lake Ballard,1
Bondi,1
Silverton,1
Longreach,1
Mullumbimby,1
Thornhill,1
Koori Plains,1
Cobar,1
Wattle Grove,1
Louth,1
Thompson Estate,1
Walhalla,1
Blue Mountains,1
Gold Coast,1
Yulara,1
Johnsons,1
farm,1
"Yarraburra  
Sydney  
New South Wales",1
Marlowe,1
Grampians,1
Mount William,1
Kookaburra Bay,1
"Yamba  
Sydney",1
Wilpena Pound,1
Amazon,1
Quorn,1
Goulburn,1
Fletcher,1
s Beach House,1
Kings Canyon,1
Northern Territory,1
Kookaburra Hollow,1
Great Australian Bight,1
Geographe Bay,1
Busselton,1
Alex,1
Lucy,1
Aiden,1
The old lighthouse,1
The Mistral,1
shipwreck,1
The beach,1
The old jetty,1
The town,1
unspecified,1
referred to as a,1
sleepy coastal town,1
Saltwater,1
Nannup,1
Mount Magnet,1
Borroloola,1
not specified,1
The farmhouse,1
Glenhaven,1
Tathra,1
Great Barrier,1
Kelly,1
s Run,1
Southern Cross,1
no specific cities or towns mentioned,1
Kanyan,1
Thompson house,1
Tidal Grove,1
Coral Sea,1
Coonamble,1
Lake Coonamble,1
city,1
river,1
"Wattle Creek  
Sydney",1
Pine Ridge,1
Outback Australia,1
Waterhole,1
Cooranbong,1
Watagan Mountains,1
Kookaburra Hill,1
Marlin,1
s Bay,1
Mataranka,1
Wimmera Plains,1
Horsham,1
Queen Victoria Market,1
RMIT,1
"Byron Bay  
Cairns  
Great Barrier Reef  
Endurance",1
Unnamed rural location,1
refers to the farmhouse where Sarah grew up and the surrounding area,1
Todd River,1
"Yarra Glen  
Melbourne",1
Central Station,1
Newtown,1
Hosier Lane,1
"Gulgong  
Sydney  
Australia",1
Tindarra,1
Tasmania,1
Janus Bay,1
