name,count
Tel Aviv,46
Galilee,45
Jerusalem,27
Israel,14
New York,8
Old City,8
Judea,4
Jaffa,4
Sea of Galilee,4
Tiberias,4
Mahane Yehuda Market,3
Western Wall,3
Olive Grove,3
Village,3
Haifa,3
Ein Karem,3
Kfar Tavor,3
Nachlaot,2
Safed,2
West Bank,2
Samaria,2
Sde Boker,2
London,2
Gaza,2
Negev Desert,2
Tirosh,2
small village,1
unnamed,1
Nahalal,1
Kfar Tzvi,1
Armenian Quarter,1
Moshav Tirosh,1
The city,1
The borders,1
The grove,1
The hills,1
The town,1
Kfar Tabor,1
Peki,1
in,1
Kibbutz Ma,1
ayan,1
East Jerusalem,1
Tzuriel,1
Ma,1
ale Adumim,1
Shadmot,1
Ein Harod,1
Akko,1
inferred from the context,1
not explicitly mentioned as a place in the story,1
Eilat,1
New York City,1
Italy,1
Baka al,1
Gharbiya,1
the village,1
unspecified name in the story,1
Judean,1
Zohara,1
not a place,1
but a name mentioned in the context of a place,1
village,1
specific name not given,1
Brooklyn,1
Paris,1
Marais,1
Ein Zivan,1
Kiryat Shmona,1
Golan Heights,1
Lebanon,1
Mediterranean,1
Dizengoff Street,1
Kibbutz,1
Kfar Shalom,1
Unnamed village,1
The Grove,1
The Village,1
Ein al,1
Hilweh,1
Zfat,1
Ramallah,1
Palestine,1
Kfar Saba,1
Kfar Tzohar,1
Mount of Olives,1
Dome of the Rock,1
Zichron Yaakov,1
Eli,1
not a city or town,1
but a person,1
s name mentioned in the story,1
Shiloh,1
Olive Harvest Festival,1
the village square,1
though not a specific name,1
is referred to as a place,1
Moshav Avigail,1
Kfar Shalem,1
Burin,1
Jaffa Gate,1
The Old City,1
Cohen farm,1
no other specific cities or towns mentioned,1
the family farm,1
the bakery in town,1
the winery,1
Carmel Market,1
