Noun Phrase,Count
olive tree,684
olive trees,220
’ s heart,82
olive grove,71
small village,67
ancient olive tree,63
deep breath,57
sunny afternoon,55
gentle breeze,49
’ s eyes,44
rough bark,40
golden olive,40
olive groves,39
curious girl,36
bright eyes,32
old olive tree,32
village square,28
ancient tree,28
golden light,26
sweet scent,25
young girl,24
's heart,23
warm glow,23
dear child,23
old man,22
soft voice,21
ancient olive trees,20
night sky,20
vibrant colors,19
golden fields,18
whispering olive tree,17
golden glow,17
soft glow,16
delicious food,16
ancient olive groves,15
curious boy,15
adventurous spirit,15
soft whisper,15
true treasure,14
's eyes,14
gentle voice,14
favorite olive tree,13
olive branches,13
magic olive tree,13
golden olives,13
quest begins,12
young readers,12
fresh bread,12
old woman,12
silver hair,12
young woman,12
olive leaves,12
big brown eyes,12
wise olive,12
’ s words,11
dark clouds,11
old owl,11
ancient trees,11
warm light,11
secret garden,10
sunstone,10
warm smile,10
colorful flowers,10
village. ”,10
share,10
everyone,10
friendship,10
small bag,10
wide eyes,10
magic olives,10
siti fatima,10
rami,10
siti noor,10
siti layla,10
correct,9
sharing,9
curiosity,9
tiny hands,9
curious,9
don,9
ripe olives,9
young boy,9
own children,9
old tree,9
shadow keeper,9
olive harvest,9
magical place,9
sunny morning,9
kind heart,9
black hair,9
teta fatima,9
favorite spot,9
zahi,9
al-nasr,9
people. ”,9
olivina,9
dream bird,9
amara,9
nuri,9
favorite place,8
grandmother,8
legend,8
warm afternoon,8
silver key,8
gentle rustle,8
deep connection,8
whispering wind,8
tree,8
’ s hand,8
grove * *,8
playful shadows,8
generations past,8
tale,8
new friends,8
whispers,8
intricate designs,8
them. ”,8
grandma,8
small door,8
own stories,8
curious little girl,8
sitti zaytoun,8
heartstone,8
find,8
siti,8
own adventures,8
difficult times,8
golden bird,8
al-zaytoun,8
close,8
garden * *,8
full moon,8
sorcerer,8
al-najm,8
zaytoun,8
love,7
vibrant flowers,7
deep sense,7
wise woman,7
really,7
mediterranean,7
warm breeze,7
together. ”,7
past,7
magnificent olive tree,7
new adventures,7
brave girl,7
great courage,7
dark curls,7
old friend,7
sturdy trunk,7
adventure begins,7
families gathering,7
villagers,7
quest,7
sun shone,7
elderly woman,7
colorful fabrics,7
tree 's,7
silver feather,7
brown eyes,7
harvest festival,7
families,7
courage,7
siti amina,7
teta,7
nura,7
wise owl,6
’ s mind,6
secret * *,6
heart. ”,6
intricate carvings,6
magical olive tree,6
olive seed,6
golden hue,6
olive tree spirits,6
me. ”,6
brilliant light,6
kindness,6
tree ’ s leaves,6
rush home,6
narrow path,6
young ones,6
you. ” * * chapter,6
village * *,6
grandmother 's garden,6
seek,6
newfound determination,6
mysterious,6
baba,6
treasure map,6
colorful stones,6
own story,6
soft breeze,6
jamal,6
al-nakhl,6
real treasure,6
open arms,6
wild curls,6
envious wind,6
gift * *,6
treasure hunt,6
large olive tree,6
ornate box,6
heart. ” * * chapter,6
yasmine,6
village storyteller,6
’ s time,6
tomorrow,6
ancient scrolls,6
moon,6
lost kite,6
al-nour,6
salim,6
red stone,6
others. ”,6
olive tree whisperer,6
hikmat,6
saida,6
sun,6
star ’ s,6
dream pebble,6
bethlehem,6
asim,6
old guardians,5
wish. ”,5
# # #,5
golden wheat,5
brave heart,5
didn ’ t,5
