story_id,sentiment,confidence,model,date
LI_1,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_2,fear,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_3,joy,0.48,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_4,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_5,anger,0.69,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_6,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_7,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_8,fear,0.56,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_9,joy,0.59,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_10,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_11,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_12,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_13,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_14,joy,0.6,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_15,fear,0.91,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_16,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_17,fear,0.93,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_18,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_19,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_20,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_21,fear,0.85,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_22,fear,0.94,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_23,fear,0.53,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_24,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_25,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_26,fear,0.45,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_27,joy,0.94,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_28,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_29,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_30,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_31,fear,0.87,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_32,anger,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_33,joy,0.84,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_34,joy,0.84,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_35,fear,0.88,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_36,joy,0.81,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_37,fear,0.67,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_38,fear,0.74,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_39,sadness,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_40,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_41,sadness,0.84,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_42,surprise,0.74,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_43,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_44,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_45,joy,0.64,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_46,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_47,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_48,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_49,sadness,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
LI_50,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
