story_id,sentiment,confidence,model,date
AQ_1,joy,0.52,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_2,joy,0.79,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_3,fear,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_4,joy,0.85,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_5,sadness,0.33,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_6,joy,0.77,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_7,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_8,anger,0.61,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_9,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_10,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_11,anger,0.4,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_12,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_13,fear,0.9,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_14,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_15,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_16,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_17,love,0.62,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_18,fear,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_19,anger,0.94,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_20,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_21,joy,0.38,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_22,fear,0.94,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_23,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_24,fear,0.81,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_25,anger,0.82,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_26,joy,0.78,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_27,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_28,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_29,fear,0.57,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_30,joy,0.86,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_31,joy,0.82,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_32,joy,0.83,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_33,fear,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_34,fear,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_35,love,0.73,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_36,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_37,fear,0.93,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_38,fear,0.48,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_39,fear,0.88,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_40,anger,0.62,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_41,anger,0.62,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_42,fear,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_43,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_44,fear,0.89,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_45,fear,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_46,anger,0.49,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_47,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_48,fear,0.87,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_49,fear,0.85,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
AQ_50,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
