story_id,sentiment,confidence,model,date
ML_1,fear,0.79,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_2,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_3,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_4,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_5,sadness,0.6,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_6,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_7,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_8,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_9,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_10,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_11,joy,0.75,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_12,joy,0.61,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_13,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_14,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_15,fear,0.93,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_16,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_17,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_18,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_19,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_20,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_21,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_22,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_23,joy,0.9,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_24,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_25,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_26,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_27,surprise,0.9,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_28,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_29,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_30,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_31,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_32,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_33,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_34,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_35,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_36,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_37,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_38,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_39,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_40,joy,0.71,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_41,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_42,joy,0.42,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_43,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_44,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_45,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_46,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_47,joy,0.93,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_48,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_49,joy,0.87,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
ML_50,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
