story_id,sentiment,confidence,model,date
TH_1,joy,0.85,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_2,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_3,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_4,surprise,0.61,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_5,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_6,sadness,0.84,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_7,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_8,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_9,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_10,sadness,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_11,joy,0.7,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_12,joy,0.59,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_13,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_14,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_15,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_16,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_17,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_18,joy,0.87,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_19,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_20,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_21,surprise,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_22,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_23,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_24,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_25,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_26,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_27,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_28,joy,0.88,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_29,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_30,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_31,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_32,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_33,surprise,0.89,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_34,love,0.81,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_35,joy,0.85,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_36,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_37,fear,0.6,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_38,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_39,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_40,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_41,joy,0.93,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_42,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_43,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_44,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_45,sadness,0.86,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_46,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_47,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_48,sadness,0.64,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_49,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
TH_50,fear,0.72,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
