Noun Phrase,Count
floresta encantada,52
percebeu que,26
uma vez,24
dona amélia,23
sentiu uma onda,22
como se,21
decidiu que era hora,20
o passar,17
vale verde,16
mas também,15
sabia que,15
vila verde,14
olhou para,13
dias seguintes,13
todos que,13
o tempo,13
disse ele,13
que nunca,13
senhor alencar,13
o coração acelerado,11
sua surpresa,11
o último,11
uma onda,10
são miguel,10
sua avó,10
geração em geração,10
dias que se seguiram,10
maré alta,10
— perguntou,9
partir daquele dia,9
se aproximou,9
dona clara,9
em vez,8
luz da lua,8
um jovem chamado,8
criando um espetáculo,8
disse ela,8
se aproximar,8
lua cheia,8
cada um,7
algumas horas,7
se despediu,7
cada passo,7
essas palavras,7
voltou para,7
com os olhos brilhando,7
uma jovem chamada,7
pessoas começaram,7
se dissipar,7
à medida que,7
sr. alencar,7
são bartolomeu,7
para sua surpresa,6
à noite,6
olhando para,6
um sorriso,6
se pôr,6
uma mulher,6
às vezes,6
sua mãe,6
um momento,5
o passar dos anos,5
amizade e,5
sua infância,5
beleza ao seu redor,5
sol filtrava-se através das folhas,5
havia uma fonte,5
teve uma ideia,5
são bento,5
espírito protetor,5
perceber que,5
uma jovem,5
volta para,5
sua vida,5
natureza e,5
nome é,5
energia percorreu seu corpo,5
se lembrou,5
são vicente,5
por um momento,5
são brás,5
sr. joaquim,5
o cheiro,4
um tempo,4
não é,4
pequena vila,4
estava determinada,4
numa pequena aldeia chamada,4
se aproximou e,4
assim como,4
folhas e flores,4
ser um lugar,4
em noites,4
algum tempo,4
o apoio,4
dia seguinte,4
em uma pequena vila chamada,4
um último olhar para,4
caminhou por horas,4
sentiu um frio na barriga,4
mão e,4
tenho medo,4
sempre lembrando,4
coragem e,4
hesitou por um momento,4
uma sensação,4
voltar para casa,4
cuidar da natureza,4
sentiu um aperto,4
é hora,4
uma clareira,4
mas ao mesmo tempo,4
alguma forma,4
conhecida como,4
o som,4
conforme clara,4
voltar para,4
árvore começou,4
falou sobre,4
havia uma jovem chamada,4
pensar duas vezes,4
cores começaram,4
o que,4
dona aurora,4
voz trêmula,4
tingindo o céu,4
manhã seguinte,4
se passaram,4
alguns minutos,4
olhou ao redor,4
sentiu seu coração acelerar,4
vida e,4
mostrando que,4
são veríssimo,4
em uma pequena aldeia chamada,4
se espalhou,4
e o,3
o coração,3
ver o mundo,3
com um brilho nos olhos,3
sempre em busca,3
que o,3
uma manhã ensolarada na pequena vila,3
havia um mistério que pairava sobre,3
um grupo,3
lua cheia iluminava o céu,3
contar suas histórias,3
seus habitantes,3
uma manhã ensolarada na pequena cidade,3
exposição foi um sucesso,3
centro dela,3
água cristalina,3
ao olhar para,3
uma fada,3
tenha medo,3
maravilhado com,3
explicou que,3
em seu coração,3
magia da floresta,3
por outro lado,3
ela chegou,3
ficou paralisada,3
tradições e,3
não deveria estar aqui,3
um aceno,3
o ladrão,3
voz firme,3
acenou com,3
mas miguel,3
estava prestes,3
é você,3
se transformar,3
mas o amor e,3
são pedro,3
clareira mágica,3
absorvendo cada palavra,3
todos sobre,3
plantar árvores,3
história da,3
vivia uma jovem chamada,3
sentiu um arrepio,3
flores silvestres,3
jovem viajante,3
não conseguia acreditar,3
mas lembre-se,3
o legado,3
nunca esqueceu,3
sua jornada,3
da caverna,3
o coração cheio,3
brilhar intensamente,3
pessoas e,3
ela começou,3
uma pequena aldeia chamada,3
o festival,3
o jovem,3
e juntos,3
cores vibrantes,3
centro da vila,3
decidiu levar,3
quando clara,3
praça estava cheia,3
água começou,3
todos os lados,3
um lago cristalino,3
horas explorando,3
com lágrimas nos olhos,3
fechou os olhos e,3
decidiu explorar,3
e que,3
o dia,3
sua história,3
e uma sensação,3
ele respondeu,3
o passar dos meses,3
o tempo passou,3
disse o espírito,3
sempre com,3
dona lúcia,3
sentiu o coração acelerar,3
guardiã da floresta,3
estava radiante,3
verdadeira magia,3
montanha sagrada,3
lendas sobre,3
sobre como,3
em uma pequena vila à beira,3
rio azul,3
aos poucos,3
vida em,3
o prefeito,3
uma manhã ensolarada,2
suas aventuras,2
sua mente,2
seus olhos brilhando com,2
quase invisível,2
— exclamou,2
— respondeu,2
pensou por um momento e,2
sem hesitar,2
se aproximarem,2
novas aventuras,2
com um sorriso,2
laranja e rosa,2
— perguntou ela,2
águas cristalinas,2
mas poucos tinham coragem,2
eles estava,2
deu um passo à frente,2
suas vidas,2
percebendo que,2
decidiu que precisava,2
fechou os olhos e respirou profundamente,2
— às vezes,2
nossa história,2
o evento,2
emoções e,2
inspirando outros,2
cercada por montanhas majestosas e florestas densas,2
aldeões diziam que,2
sol filtravam-se através das folhas,2
luz e sombra,2
uma jovem mulher,2
vestida com um vestido feito,2
deu um passo para trás,2
guardiã desta floresta,2
perguntou ele,2
teve coragem,2
floresta e,2
sentiu um frio na espinha,2
olhou nos olhos,2
sentiu seu coração disparar,2
conseguiu pegar,2
um gesto suave,2
e uma onda,2
luz envolveu,2
o cristal,2
contou sua história,2
futuras gerações sobre,2
coração da floresta,2
da aldeia,2
desvendar o mistério,2
seus dezessete anos,2
verdade por trás da lenda,2
uma noite,2
se preparou,2
sentia uma mistura,2
sentiu um arrepio na espinha,2
que você,2
o que você quer dizer,2
árvores ao redor,2
o que eu posso fazer,2
mas clara,2
não desistiu,2
os aldeões começaram,2
se lembrou das palavras,2
mas agora com um novo significado,2
união e,2
histórias sobre,2
era capaz,2
longo dos anos,2
em um momento,2
com um gesto,2
seus próprios sonhos,2
tornou-se um contador,2
um guardião,2
estrelas brilhavam,2
descobrir se,2
fez parar,2
os segredos,2
respondeu ele,2
decidiu que precisava saber mais,2
o coração batendo forte,2
como se o,2
seus olhos,2
que imaginava,2
cada canto,2
ainda atordoada,2
passando adiante,2
segredos antigos,2
não conseguia parar,2
minha querida,2
ficou maravilhada,2
se aproximou e começou,2
algo mágico aconteceu,2
ouviu atentamente,2
posso ajudar,2
importância da floresta,2
minha filha,2
se dedicou,2
se tornou um exemplo,2
meio ambiente,2
enquanto observava,2
um brilho,2
luz da,2
e da,2
o respeito e,2
floresta estava viva,2
histórias e segredos,2
crianças da vila,2
anos atrás,2
conexão com,2
flores coloridas,2
após uma noite,2
beleza que,2
caminhar por um tempo,2
encontrou um lago cristalino,2
que ela imaginava,2
um pouco,2
mas poucos têm coragem,2
havia uma árvore colossal,2
respeitar e proteger,2
fada e,2
esperança e transformação,2
se tornou uma líder em sua comunidade,2
os anos,2
floresta continuou,2
vila esquecida,2
tradições eram passadas,2
o silêncio era ensurdecedor,2
ele chegou,2
páginas amareladas,2
suas alegrias,2
mas agora,2
centro da clareira,2
havia uma árvore imensa,2
olhar para o céu,2
única maneira,2
respirou fundo e disse,2
suas costas,2
com o tempo,2
mas um símbolo,2
morava uma jovem chamada,2
segundo diziam,2
o que eu preciso fazer,2
sentiu um misto,2
farei isso,2
viu que,2
o que poderia ser mais precioso,2
ser contadas,2
apareceu diante dela,2
conexão entre,2
antiga árvore,2
que fez isso,2
está em perigo,2
sou o,2
levando consigo,2
percebeu que era hora,2
ela sabia que,2
algo maior,2
guardiã dos segredos da aldeia,2
ele se aproximou e,2
e sorriu,2
com o passar,2
quando miguel,2
agora cheios,2
mundo ao seu redor,2
cada ano,2
anos se passaram,2
seu quarto,2
sempre acreditou que,2
concluir o livro,2
mão dela,2
meu querido,2
é incrível,2
estava ao seu lado,2
chegou o momento,2
se tornou uma espécie,2
voz embargada,2
enquanto caminhava pela praia,2
pegou e,2
assim que,2
concha para casa,2
brisa suave,2
ganhar vida,2
vez que,2
conheceu um artista chamado,2
meu coração,2
vida marinha,2
minha jovem,2
o que devo fazer,2
ela sentiu uma onda,2
se tornou uma artista reconhecida,2
# # # o,2
que começavam,2
floresta era mágica,2
criando um jogo,2
fonte mágica,2
sentiu uma presença,2
ficou intrigada,2
mesmo quando,2
uma colina coberta,2
mas na vida,2
o sol começou,2
retornar à vila,2
sua própria,2
coragem e amizade,2
caminhava pelo,2
perdida em seus pensamentos,2
o comissário,2
se espalhar,2
um homem,2
um empresário,2
ser desvendado,2
o aroma,2
mas determinada,2
o velho,2
seus amigos,2
proteção da floresta,2
com toda,2
chave para,2
sentindo seu coração acelerar,2
pequenas coisas,2
por sua vez,2
estava nervosa,2
mas também animada,2
segurando sua mão,2
ao mesmo tempo,2
arte e,2
palavras tocaram o coração,2
olhando nos olhos dela,2
lágrimas escorriam pelo rosto,2
um som suave,2
se manifestar,2
enquanto clara,2
sua voz tremendo,2
lágrimas escorrendo pelo rosto,2
disse o eco,2
paz invadir seu coração,2
seus ombros,2
criando um ambiente mágico,2
mal podia acreditar,2
cuidar da natureza e,2
resistência e união,2
união e amor pela terra,2
em meio,2
uma noite clara,2
— ele perguntou,2
precisa lembrar,2
você está,2
sentiu-se mais leve,2
casa abandonada,2
um antigo morador,2
havia uma garota chamada,2
histórias sobre o,2
que estava entreaberta,2
olhando em volta,2
descobrir algo incrível,2
poeira e teias,2
ao fundo,2
porta se abriu,2
o sol estava se pondo,2
fez isso,2
porto velho,2
agora mais forte,2
por um instante,2
que todas,2
o ar estava impregnado,2
e imagens começaram,2
semanas se passaram,2
e logo,2
mas desta vez,2
que isso,2
um instante,2
volta à floresta,2
o amor e,2
suas palavras,2
esperança que havia perdido,2
olhando para o horizonte,2
cores vibrantes e,2
sentiu lágrimas,2
manhã ensolarada,2
tinha cabelos longos e negros como,2
única filha,2
então que,2
das águas,2
se levantou,2
em mãos,2
um profundo suspiro,2
esperança e união,2
uma manhã ensolarada quando,2
noite caiu,2
maneira diferente,2
numa pequena vila chamada,2
um lugar onde,2
os habitantes da vila,2
cabeça nas nuvens,2
se sentia vivo,2
realizar desejos,2
esperança e,2
havia uma praça com uma fonte antiga,2
com isso,2
ela sentia,2
ela decidiu que era hora,2
amigos e vizinhos,2
enquanto caminhava pela floresta,2
floresta precisa,2
à medida que se aproximava,2
uma maneira,2
luz da lua cheia,2
cores e,2
luz e,2
uma contadora,2
mesmo com,2
ela girou,2
lágrimas nos olhos,2
e o festival,2
museu paraense emílio goeldi,2
história da região,2
o coração disparado,2
atmosfera estava carregada,2
objetos antigos,2
tornou-se um lugar,2
essas histórias,2
lenda da,2
entrar na floresta,2
sentiu um arrepio percorrer sua espinha,2
uma clareira mágica,2
verdadeira história da,2
seu corpo,2
refletiu por um momento,2
e começou,2
sabedoria e bondade,2
é sobre,2
tinha o poder,2
curiosidade tomou conta dela,2
abriu os olhos,2
pintar e,2
floresta não era apenas um lugar,2
era um sonhador,2
luz das estrelas,2
transformar vidas,2
seu coração,2
pequena aldeia,2
montanhas verdes,2
após um longo silêncio,2
não ser suficiente,2
rio verde,2
outro lado,2
pedras coloridas,2
seu coração pulsando,2
nem tudo era perfeito,2
com um olhar triste,2
com ele,2
vila nova,2
quem sabe,2
um dia,2
olhando para o,2
sonhar e,2
lua cheia iluminava,2
água e,2
medo e esperança,2
jornada que,2
mesmo nas sombras,2
queria entender,2
sol e,2
cada flor,2
deve aprender,2
um campo,2
primavera em,1
sol como um espelho,1
ruas da,1
estavam cheias,1
com o cheiro,1
pão quente misturando-se ao aroma,1
café fresco,1
alegria contagiante da cidade,1
havia um homem que caminhava com um peso,1
era um pescador aposentado,1
cuja vida sempre esteve ligada ao,1
maior parte,1
seus dias,1
lançando redes e contando histórias,1
nos últimos anos,1
pesca tornou-se cada vez mais difícil,1
peixes estavam escassos,1
e os barcos,1
que antes eram seu sustento,1
agora pareciam monumentos à sua antiga vida,1
ainda era o jovem que navegava,1
seu barco,1
pelas águas calmas,1
manhãs em que saía,1
porto antes,1
sol nascer,1
ondas sussurravam promessas e os pássaros começavam,1
o barco jazia em um canto esquecido,1
poeira e algas,1
enquanto caminhava em direção ao seu antigo lar,1
encontrou uma garota,1
aproximadamente dez anos sentada na beira,1
olhar estava fixo nas águas,1
como se esperasse algo aparecer,1
tinha cabelos cacheados e uma expressão,1
curiosidade intensa,1
— o que você está olhando,1
menina virou-se e sorriu,1
esperando o último barco,1
que ele traz sonhos e aventuras,1
lembrando das histórias que contava aos jovens da vizinhança,1
— último barco,1
é uma história antiga,1
há mais barcos como antigamente,1
menina franziu,1
e se ele aparecer,1
não gostaria,1
embarcar e navegar,1
pensou em sua juventude,1
em todas,1
promessas que o,1
havia feito e em quão longe ele se afastara delas,1
eu não sei,1
é diferente agora,1
e se você pudesse encontrar tesouros,1
— insistiu,1
os tesouros que você quiser,1
o tesouro que ele mais desejava não era,1
ouro ou joias,1
mas momentos,1
felicidade e liberdade,1
olhou para o horizonte e viu um barco pequeno,1
se aproximando,1
— é o último barco,1
seguiu seu olhar e,1
viu o barco se aproximando,1
um pequeno barco,1
mas ainda mais bonito,1
que lembrava,1
estava adornado com um símbolo antigo,1
uma estrela com ondas ao redor,1
nostalgia o envolveu,1
menina puxou sua mão,1
quase sem pensar,1
acompanhou em direção ao barco,1
que pisaram,1
o velho barco parecia ganhar vida,1
e o som das ondas trouxeram,1
volta memórias,1
sua juventude,1
o velho pescador olhou para,1
que estava em pé na proa,1
sorrindo como se estivesse em um conto,1
— o que você deseja encontrar,1
segurando o leme,1
o que deseja,1
ondas balançavam o barco suavemente,1
e o vento soprava com força,1
levando-os para longe da costa,1
o barco avançava,1
sentiu que,1
vida estava voltando,1
— gritou,1
apontando para uma ilha ao longe,1
direcionou o barco para,1
viram que era uma pequena terra repleta,1
flores coloridas e árvores frutíferas,1
o lugar parecia um paraíso esquecido,1
