Noun Phrase,Count
abuela rosa,59
machu picchu,46
small village,35
journey begins,26
young girl,23
vibrant colors,22
young woman,21
warm glow,19
mama quilla,17
sun god,16
mama q,15
heart swelling,14
deep breath,14
old woman,14
golden hue,13
gentle breeze,13
profound sense,13
deep connection,13
insatiable curiosity,12
golden llama,12
intricate carvings,11
lush valleys,11
ancient ruins,11
apu qollqepunku,11
colorful textiles,10
open arms,10
san pedro,10
future generations,10
golden light,9
deep sense,9
inti raymi,9
ancient stones,9
apu qullqa,9
mamá qori,9
ancient rituals,8
small bag,8
long black hair,8
intricate patterns,8
deep brown eyes,8
aguas calientes,8
crisp morning,7
inexplicable pull,7
vibrant flowers,7
old ways,7
vibrant textiles,7
ancient secrets,7
rocky terrain,7
steep cliffs,7
sustainable practices,7
golden glow,7
abuela elena,7
cobblestone streets,6
ancient stories,6
newfound determination,6
voice melodic,6
bid farewell,6
ancient traditions,6
modern life,6
long shadows,6
unbreakable bond,6
dark hair,6
ancient wisdom,6
modern world,6
vibrant tapestry,6
coca leaves,6
san juan,6
dense forests,6
inca stone,6
nazca lines,6
vibrant wildflowers,5
earth goddess,5
old man,5
delicate balance,5
cool stone,5
traditional music,5
silver hair,5
inexplicable connection,5
ancient knowledge,5
mountain spirits,5
rich culture,5
stone walls,5
long past,5
# # #,5
# # # # chapter,5
ancient spirits,5
wild herbs,5
daily life,5
young man,5
mamá hilda,5
taita juan,5
inti punku,5
lush landscapes,4
soft whisper,4
wise woman,4
wise eyes,4
cool water,4
narrow path,4
warm embrace,4
fierce spirit,4
stone altar,4
sudden storms,4
final trial,4
young archaeologist,4
melodic whisper,4
golden rays,4
cool breeze,4
small backpack,4
small satchel,4
ancient citadel,4
rich history,4
chacra huaca,4
deep respect,4
profound connection,4
water flask,4
village square,4
elderly man,4
sumaq sun disk,4
mama killa,4
don juan,4
restore balance,4
vibrant culture,4
town square,4
ancient city,4
stone tablet,4
piece —,4
adobe houses,3
vibrant murals,3
unusual pull,3
woven textiles,3
sweet scent,3
sudden storm,3
ancient ways,3
lush greenery,3
warmth envelop,3
shiver run,3
heavy heart,3
moon goddess,3
brilliant light,3
ancient altar,3
watchful gaze,3
steep inclines,3
sun cast,3
narrow paths,3
majestic peaks,3
vibrant tapestries,3
elderly woman,3
true power,3
brave warriors,3
rich tapestry,3
quest begins,3
lush green valleys,3
woven blanket,3
own stories,3
vast expanse,3
vibrant festivals,3
young boy,3
night sky,3
narrow trail,3
media attention,3
agricultural practices,3
vibrant life,3
dense foliage,3
cool surface,3
newfound purpose,3
ancient civilization,3
quiet moments,3
peace envelop,3
distant peaks,3
ancient stone altar,3
ancient practices,3
crisp mountain air,3
tall man,3
new life,3
fateful evening,3
ancient tales,3
vibrant spirit,3
traditional crafts,3
young artisans,3
whispering andes,2
warm hospitality,2
village healer,2
doña clara,2
steep slopes,2
unseen force,2
setting sun,2
colorful offerings,2
warm light,2
true meaning,2
drawing visitors,2
distant lands,2
mystical place,2
crystal-clear lake,2
newfound courage,2
vibrant markets,2
whisper secrets,2
treacherous terrain,2
ancient trees,2
hearts swelling,2
human spirit,2
terracotta roofs,2
simple lives,2
rocky paths,2
faint melody,2
deep purples,2
fierce storm,2
traditional rituals,2
fateful morning,2
humble home,2
steep climbs,2
narrow cobblestone streets,2
crystal-clear pool,2
smooth stones,2
community meeting,2
rich traditions,2
final confrontation,2
sustainable tourism,2
ancient songs,2
soft hum,2
indigenous rights,2
inquisitive eyes,2
strange energy,2
curious spirit,2
low rumble,2
fierce wind,2
harmonious melody,2
village storyteller,2
gentle reminder,2
ancient customs,2
raven-black hair,2
bright brown eyes,2
mystical creatures,2
village life,2
twilight sky,2
vivid pictures,2
familiar warmth,2
lives woven,2
gentle eyes,2
rocky terrains,2
countless travelers,2
nearby peak,2
sunny morning,2
part ii,2
part iii,2
environmental impact,2
part iv,2
majestic mountains,2
part v,2
agricultural terraces,2
unusual—a series,2
spiritual connection,2
oral histories,2
cultural heritage,2
inviting people,2
ancient carvings,2
traditional clothing,2
ancient stone structure,2
unpredictable weather,2
fellow travelers,2
inca empire—their,2
vibrant garments,2
whispering peaks,2
white peaks,2
small pouch,2
vantage point,2
rocky cliffs,2
central plaza,2
brown eyes,2
fateful afternoon,2
black hair,2
ancient stone ruins,2
dark clouds,2
guardian spirit,2
great power,2
mama qori,2
weave tales,2
fateful day,2
fellow villagers,2
sun disk,2
warm smile,2
ancient stone terraces,2
vision quest,2
colorful garments,2
vibrant celebration,2
special connection,2
great imbalance,2
construction site,2
adobe homes,2
wise shaman,2
faint whispers,2
essentials —,2
sun shone,2
legacy continues,2
traditional foods,2
rich heritage,2
familiar paths,2
distant sounds,2
deep-set eyes,2
stories woven,2
soft voice,2
deep bond,2
steep cliff,2
heart alight,2
treacherous weather,2
newfound wisdom,2
proud smile,2
maria quispe,2
childhood friend,2
collective effort,2
ancestral wisdom,2
vibrant flora,2
profound respect,2
gathering herbs,2
local farmer,2
thick fog,2
lush landscape,2
melodic voice,2
clear stream,2
local musicians,2
colorful banners,2
small stone,2
magical realm,2
favorite rock,2
vibrant greens,2
calle hatunrumiyoc,2
stark contrast,2
street food,2
new narrative,2
fiery spirit,2
distant roar,2
integral part,2
steep hills,2
desert landscape,2
delicious food,2
air crisp,2
social media,2
government officials,2
sun setting,2
dense patches,2
rocky outcrops,2
new crops,2
vibrant hub,2
huayna picchu,2
vibrant ceremonies,2
silver serpent,2
silver thread,2
elderly women,2
warm golden hue,2
picturesque exterior,1
adventurous soul,1
far-off places,1
mysterious ways,1
vast sky,1
ancient trail,1
surreal tapestry,1
voice ethereal,1
dense thickets,1
magnificent stone altar,1
ancient figure,1
stone—a statue,1
nature—the interconnectedness,1
numerous challenges—a,1
treacherous ravine,1
flower—its petals,1
joyous crescendo,1
quiet village,1
land—a reminder,1
small adobe house,1
mi niña,1
small talisman,1
woven bracelet,1
trepidation ripple,1
footsteps light,1
soft tune,1
steep ascent,1
narrow ledge,1
small streams,1
dense thicket,1
strange silence,1
ethereal beams,1
graceful woman,1
dark figure—a shadow,1
vibrant valley,1
heart—a sanctuary,1
weave stories,1
familiar landscape,1
journey—the trials,1
inspire others,1
wove tales,1
vibrant community,1
on—a testament,1
intelligent eyes,1
familiar trail,1
cosmic dance,1
youthful optimism,1
supplies—a woven mochila,1
favorite silver flute,1
serene valleys,1
mountain—a skill,1
crystalline lake,1
undeniable energy,1
ethereal gowns,1
such trials,1
fierce nod,1
golden feather,1
fierce condor,1
sheer cliffs,1
resolute heart,1
selfish ambition,1
gentle caress,1
radiant figure,1
brave girl,1
new understandings,1
beginning—a testament,1
tranquil existence,1
tender age,1
ancient gods,1
majestic peak,1
thin air,1
mountains filling,1
rhythmic thud,1
history pulse,1
fiery oranges,1
small altar,1
ethereal figure,1
serene expression,1
new world,1
torrential rain,1
fanciful imaginings,1
village council,1
colorful tapestries,1
young men,1
skeptical villagers,1
mountains surround,1
new generation,1
fast pace,1
tranquil paradise,1
ancient cultures,1
intricate pottery,1
unspoken words,1
local legends,1
whispering mountains—a,1
old stone structure,1
peculiar symbol—a spiral,1
him—the vibrant wildflowers,1
ethereal quality,1
mountain air,1
fabled portal,1
own secrets,1
mountains—a figure,1
tapestry woven,1
slow nod,1
ancient bridges,1
massive stone archway,1
ethereal beings—spirits,1
sustainable tourism initiative,1
mere echoes,1
new tapestry—one,1
harmonious blend,1
timeless reminder,1
ancestral traditions,1
sweet melody,1
ancient chicha tree,1
favorite story,1
late afternoon,1
earthy scent,1
colorful poncho,1
earth—the direction,1
notice things,1
colorful cloth,1
llama pendant,1
offering jobs,1
economic growth,1
turning tide,1
sides stubborn,1
cultural events,1
powerful coalition,1
sustainable future,1
creep in—was,1
final negotiation,1
passionate cries,1
joyous celebration,1
childhood dreams,1
future—a reminder,1
magnetic force,1
sun god inti,1
majestic site,1
mysterious find,1
research partner,1
overgrown patch,1
small burial niches,1
invaluable insight,1
out—its entrance,1
sudden gust,1
legend unfolds,1
long day,1
knowledge—a library,1
ancient texts,1
countless hours,1
local historians,1
clearer picture,1
specific locations,1
new layers,1
water channels,1
deep spiritual connections,1
harsh weather conditions,1
physical exhaustion,1
final destination,1
ancient chandeliers,1
electric anticipation,1
extraordinary—a chamber,1
astronomical events,1
treasures—a trove,1
new piece,1
fervent advocate,1
amber glow,1
ancestors—a treasure,1
ever-present silhouette,1
colorful stones,1
mythical creature,1
grant wisdom,1
mamá elena,1
new ways,1
powerful pull,1
mountain peaks,1
distant call,1
warm golden glow,1
distant glimmer,1
solitary rock formation,1
warmth travel,1
legendary protector,1
vast landscape,1
intricate tapestry,1
things—the way,1
ripple effect,1
vital part,1
curious glances,1
expansive landscape,1
it—a lesson,1
insatiable desire,1
powerful mountain deities,1
unexplainable pull,1
radiant sunbeams,1
dark clouds gathering,1
challenges—treacherous cliffs,1
icy rivers,1
massive stone door,1
luminescent crystals,1
enormous statue,1
mountain deity,1
great strength,1
mind—the tales,1
clear blue sky,1
generations past,1
story encapsulates,1
colorful traditions,1
everyday life,1
unquenchable curiosity,1
narratives woven,1
powerful forces,1
intricate decorations,1
corn drink,1
colorful papel picado,1
warm golden light,1
beautiful costumes,1
large bonfire,1
essentials—a water flask,1
simple clothing,1
wide grin,1
instant connection,1
vivid paintings,1
gentle echoes,1
seeking—the whispers,1
unexpected places,1
distant towns,1
own adventures,1
embrace life,1
brave soul,1
long evenings,1
