Name,Count
Amelia,5
Elara,2
Clara,2
Lila Thompson,2
Ava,2
Evelyn,1
Amara Deane,1
Emma Hargrove,1
Sarah Montgomery,1
Mia Carter,1
Eleanor,1
Ellie,1
Parker,1
Emma Thompson,1
Lila,1
Lily Thompson,1
Elara Thompson,1
Aisha,1
Amelia Thompson,1
Lily Simmons,1
Clara Mitchell,1
Isabel,1
Maya Simmons,1
Clara Thompson,1
Lucas Bennett,1
Maya Thompson,1
Sarah Mitchell,1
Emma Lawson,1
Mia,1
Eliza,1
Mia Thompson,1
Maya,1
Elena,1
Lily,1
Emily,1
Lila Grant,1
Jenna Taylor,1
Sarah Thompson,1
Isla Morgan,1
Ethan Parker,1
Lily Marshall,1
Isla,1
Mia Adams,1
Rachel,1
