Name,Count
Elara,3
Mikael,2
Erik Nilsen,1
Sofia Jorgensen,1
Dr,1
Elinor Sutherland,1
Arja,1
Kaia,1
Mira Halvorsen,1
Marcus Wren,1
Sila,1
Sofia Jensen,1
Klaus Eriksen,1
Erik Nielsen,1
Elin Hargrove,1
Elin Jensen,1
Aillik,1
Erik,1
Kira Nilsen,1
Aaniq,1
Lars Eriksen,1
Anana,1
Ailina,1
Amina,1
Aisa,1
Marit Jensen,1
Kaija,1
Elin Stender,1
Aana,1
Anya L,1
kke,1
Arna,1
Ava Larkin,1
Elin,1
Evelyn Ransome,1
Lena,1
Elias,1
Freya,1
Anja,1
Astrid Jensen,1
Astrid,1
Lena Asbjornsen,1
Lise,1
Aleqa Nilsen,1
Aputi,1
Nora,1
Elena Markussen,1
Ava S,1
rensen,1
Elara Lindholm,1
