story_id,sentiment,confidence,model,date
GY_1,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_2,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_3,fear,0.62,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_4,love,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_5,joy,0.92,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_6,anger,0.68,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_7,fear,0.75,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_8,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_9,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_10,surprise,0.91,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_11,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_12,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_13,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_14,fear,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_15,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_16,joy,0.98,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_17,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_18,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_19,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_20,fear,0.76,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_21,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_22,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_23,joy,0.43,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_24,joy,0.6,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_25,joy,0.91,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_26,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_27,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_28,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_29,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_30,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_31,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_32,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_33,sadness,0.57,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_34,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_35,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_36,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_37,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_38,fear,0.91,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_39,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_40,anger,0.54,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_41,joy,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_42,joy,0.95,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_43,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_44,joy,0.97,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_45,joy,0.91,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_46,joy,1.0,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_47,joy,0.54,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_48,sadness,0.99,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_49,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
GY_50,joy,0.96,bhadresh-savani/distilbert-base-uncased-emotion,26-02-2025
