Noun Phrase,Count
olive trees,120
olive tree,118
heart swelling,30
olive grove,24
vibrant colors,18
# # # # chapter,18
small village,17
refugee camp,15
long shadows,14
human spirit,14
small group,14
own stories,13
young girl,13
ancient city,12
darkest times,12
distant rumble,12
young woman,12
warm glow,12
young man,11
golden hue,10
distant sounds,9
fateful night,9
rough bark,9
new life,9
harsh realities,9
fresh bread,9
loud explosion,8
dark hair,8
olive harvest,8
small fire,8
old olive tree,8
village square,8
golden glow,8
stark contrast,8
community center,8
narrow streets,8
heavy heart,7
fateful evening,7
modest home,7
vibrant tapestry,7
gathering storm,7
olive groves,7
childhood home,7
gathering place,6
distant memory,6
ground shook,6
journey begins,6
night sky,6
constant reminder,6
indomitable spirit,6
air thick,6
new seeds,6
tight embrace,5
distant gunfire,5
unbreakable bonds,5
makeshift camp,5
ancient olive tree,5
vibrant city,5
distant explosions,5
nana fatima,5
face pale,5
ancient stones,5
expressive eyes,5
joy amidst,5
old city,5
part ii,5
part iii,5
part iv,5
part v,5
new beginnings,5
fateful day,5
small community,5
cultural center,5
civil war,4
small apartment,4
evening breeze,4
ancient olive trees,4
# # #,4
resistance fighters,4
hope ignite,4
deep breath,4
elderly man,4
own home,4
olive oil,4
profound sense,4
golden hues,4
new narrative,4
vibrant community,4
countless others,4
tapestry woven,4
intricate patterns,4
family gatherings,4
makeshift shelter,4
warm embrace,4
familiar figure,4
kafar zita,4
small gatherings,4
old neighborhood,4
olive tree project,4
gentle smile,4
dusty ground,4
al-hamdi family,4
elderly woman,3
bittersweet reminder,3
familiar scent,3
stark reminder,3
dark clouds,3
loud explosion shook,3
heavy hearts,3
local school,3
makeshift shelters,3
path forward,3
silent witnesses,3
nearby town,3
drawing strength,3
olive saplings,3
curious eyes,3
vibrant markets,3
distant echoes,3
fierce determination,3
dark cloud,3
new olive trees,3
gentle breeze,3
new dawn,3
ancient tree,3
outside world,3
fragile peace,3
sweet scent,3
distant lands,3
nearby building,3
newfound sense,3
makeshift stage,3
distant dream,3
kind smile,3
vibrant murals,3
innocent eyes,3
new beginning,3
makeshift tents,3
small home,3
rich tapestry,3
new chapter,3
collective tapestry,3
unexpected visitor,3
spirit unbroken,3
unbreakable bond,3
stalls empty,3
small gathering,3
ever-present threat,3
rich history,3
ancient citadel,3
storm approaches,3
community gatherings,3
childhood friend,3
grim reminder,3
resilience woven,3
resilience—a reminder,3
new trees,3
warm golden hue,3
spirits unbroken,3
old man,3
deep roots,3
own letters,3
lay awake,3
part vi,3
vibrant life,3
medical supplies,3
open arms,3
simple meal,3
golden light,3
town square,3
old tapestry,3
small victory,3
sun cast,2
nearby market,2
newfound hope,2
colors vibrant,2
turning tide,2
detention center,2
distant call,2
early days,2
brief moment,2
serious expression,2
sweet melody,2
beautiful—a community,2
storm breaks,2
difficult decision,2
treacherous journey,2
inviting others,2
world needs,2
newfound determination,2
young people,2
resilient woman,2
bittersweet smile,2
small fingers,2
small hands,2
small garden,2
twelve-year-old girl,2
wild mane,2
nearby towns,2
sturdy trunk,2
black hair,2
daily life,2
soft rustle,2
colorful decorations,2
peaceful gathering,2
memories woven,2
ripe olives,2
joyous shouts,2
poignant reminder,2
gathering information,2
small frame,2
sun setting,2
walls remember,2
childhood innocence,2
rubble-strewn streets,2
makeshift refugee camp,2
familiar voice,2
silent understanding,2
vibrant souks,2
fragrant spices,2
fairy tales,2
debris-laden streets,2
new reality,2
vivid pictures,2
old self,2
whispering olive trees,2
empty streets,2
families navigate,2
way home,2
cool earth,2
gentle hand,2
young olive saplings,2
olive tree stands,2
handmade textiles,2
intricate designs,2
familiar face,2
safe place,2
long hours,2
small act,2
unimaginable hardships,2
safe space,2
fateful morning,2
small camp,2
layla al-masri,2
lentil soup,2
azure sky,2
dear aleppo,2
fellow refugees,2
young men,2
pride swelling,2
vibrant fabrics,2
unbreakable spirit,2
small olive grove,2
stars shone,2
small boy,2
deep connection,2
fragile thread,2
olive cultivation,2
quaint village,2
ancient olive groves,2
earthy aroma,2
bright eyes,2
back alleys,2
peace negotiations,2
vibrant streets,2
old bakery,2
new stories,2
small community center,2
constant specter,2
community workshops,2
colorful banners,2
hearts swelling,2
soft voice,2
ancient trees,2
difficult choices,2
ten-year-old girl,2
relentless tides,2
laughter rang,2
dusty roads,2
barren stretches,2
refugee children,2
dinner table,2
foreign city,2
makeshift school,2
young minds,2
ancient streets,2
her—her family,2
daily ritual,2
journey ahead,2
humanitarian organizations,2
international organization,2
faint light,2
skilled artisan,2
small projects,2
heavy silence,2
market square,2
chill run,2
sweet girl,2
ominous silence,2
uncertain future,2
sunny afternoon,2
offensive spread,2
strong coffee,2
part vii,2
cultural event,2
own tales,2
olive branches,2
young boy,2
constant backdrop,2
intricate mosaics,2
heal wounds,2
brave souls,2
peaceful protests,2
starlit sky,2
inviting artists,2
heavy shroud,2
bore scars,2
own struggles,2
amidst despair,2
new home,2
new tapestry,2
loose braid,2
small bag,2
countless stories,2
young shoulders,2
oppressive regime,2
dark oil,2
familiar landmark,2
new city,2
ghost towns,2
soft knock,2
familiar faces—friends,2
war-torn landscape,2
stories woven,2
sweet aroma,2
local community center,2
underground shelter,2
dark space,2
small wooden table,2
kafr nabl,2
community amidst,2
pale glow,1
somber murmurs,1
29-year-old artist,1
paint splatters,1
burnt wood,1
sketchbook—a lifeline,1
narrow alleys,1
empty stalls,1
silent vendors,1
physical remnants,1
makeshift wooden toy,1
small car,1
unexpected friendship,1
vibrant depiction,1
unlikely duo,1
soap factory,1
shadows approach,1
peaceful corner,1
political factions,1
nearby alley,1
own—a stark reminder,1
gray backdrop,1
open mic nights,1
art exhibitions,1
cultural renaissance,1
song lyrics,1
visual art,1
threat—a symbol,1
inspire dissent,1
crowd disperse,1
lit café,1
arduous search,1
determination course,1
innocent children,1
unison—a chorus,1
media attention,1
new mission—to,1
inviting children,1
mural shone,1
dreams reborn,1
ancient stone buildings,1
unmistakable tang,1
sanctuary amidst,1
colorful fabric,1
eyes shone,1
somber thoughts,1
empty courtyard,1
joy infectious,1
vibrant splash,1
precious moment,1
clouds deepen,1
own words,1
relentless grip,1
unwelcome soundtrack,1
protective instincts,1
safer ways,1
different—an ally amidst,1
share resources,1
cook meals,1
familiar cry,1
temporary refuge,1
tiny body tremble,1
integral parts,1
clear debris,1
phoenix reborn,1
bright day,1
laughter filling,1
jasmine filling,1
faint echo,1
rich aromas,1
evening sky,1
favorite novels,1
own reality,1
fresh vegetables,1
familiar paths,1
lay strewn everywhere,1
front wall,1
life unravel,1
makeshift blanket,1
new friends recount tales,1
makeshift home,1
finding humanity,1
similar passion,1
large tree,1
makeshift book,1
writing contest,1
thunderous applause,1
refugee crisis,1
large auditorium,1
university classroom,1
fellow students,1
social justice,1
passionate advocate,1
community centers,1
encountered—the echoes,1
eager faces,1
once-vibrant laughter,1
early thirties,1
tree—a tree,1
countless seasons,1
relentless cycle,1
young children—yasmin,1
full weight,1
protective canopy,1
ancestors—brave men,1
nearby village,1
important possession—a photograph,1
explosions lit,1
small amidst,1
community kitchen,1
dream—an olive tree garden,1
own dreams,1
renewal amidst,1
olive tree—of resilience,1
nurture life,1
dark eyes,1
modest clay house,1
strong woman,1
indomitable force,1
small household,1
expression turning somber,1
anxious whispers,1
voice hesitant,1
small smile,1
friendly faces,1
dark smoke,1
small sack,1
steady reminder,1
rocky heights,1
pervasive sorrow,1
small things—a,1
silent strength,1
new olive saplings,1
harshest storms,1
rich soil,1
16-year-old girl,1
pragmatic boy,1
olive grove amidst,1
earthy scent,1
warm breeze,1
bright smile,1
long day,1
young face,1
gentle caress,1
wood smoke,1
youthful mischief,1
beautiful idea,1
gathering—an evening,1
village shone,1
night breeze,1
faces lit,1
rich melodies,1
her—a reminder,1
shadows crept,1
tense stillness,1
needs care,1
nearby cities,1
grim reality,1
small bundles,1
them—a tapestry,1
old tree,1
her—a spirit,1
faintest hint,1
nearby homes,1
melodic sounds,1
old folk songs,1
distant rumbles,1
early years,1
land home,1
rough texture,1
village—the regime,1
crayon drawing,1
innocent smile,1
loud crash,1
belongings—warm clothes,1
family photographs,1
small cloth bag,1
main roads,1
makeshift camps,1
nightmares crept,1
temporary camp,1
resistance movement,1
long moment,1
enemy movements,1
turning point,1
overheard plans,1
it—the moment,1
enemy soldiers,1
shouting warnings,1
fellow fighters,1
gunfire rang,1
pain rip,1
fierce cry,1
schoolyard games,1
reluctant sigh,1
silent guardian,1
such despair,1
own tent,1
makeshift ball—a,1
makeshift field,1
unknown dangers,1
tent walls,1
new challenge,1
new struggle,1
childhood amidst,1
old book,1
faces alight,1
precious moments,1
local humanitarian organization,1
gentle demeanor offering,1
warm smiles,1
humanitarian efforts,1
art sessions,1
small performances,1
international attention,1
nearby street,1
inviting families,1
collective memory,1
people shone,1
stories interwoven,1
merchants shouting,1
fetch bread,1
simple task,1
vacant shops,1
uncle ibrahim,1
cloth bag,1
warm loaves,1
gray ash,1
good luck,1
fractured heart,1
small moments,1
– cooking,1
favorite toy,1
small wooden car,1
cool window,1
mind –,1
barren landscapes,1
desolate towns,1
physical home,1
new community,1
new future,1
simpler times,1
trees remained—silent witnesses,1
bittersweet echo,1
rare commodity,1
sorrowful cries,1
shawl tighter,1
small silver locket,1
thirteenth birthday,1
treacherous paths,1
past soldiers,1
sorrowful tales,1
various backgrounds—kurds,1
food distributions,1
complex web,1
warm blanket,1
tiny voice,1
vibrant reminders,1
future—about education,1
community school,1
large canvas,1
thoughtful boy,1
plant olive trees,1
promise—a testament,1
community garden,1
possibility seep,1
feeling—a tapestry woven,1
centuries-old olive groves,1
