Name,Count
Clara,6
Clara Thompson,4
Emily Thompson,2
Elara Thompson,2
Claire Thompson,2
Sarah,2
Sarah Thompson,2
Sophia Lane,1
Ella Hart,1
Hannah McKenzie,1
Clara Hastings,1
Emma Chen,1
Amelia Winters,1
Sophie,1
Eliza Thompson,1
Sarah Mitchell,1
Evelyn Carter,1
Marie,1
Amelia Turner,1
Grace Thompson,1
Ava Thompson,1
Tara Thompson,1
Emily Hayes,1
Sarah McAllister,1
Emily Sinclair,1
Anna MacLeod,1
Emma Sinclair,1
Amina,1
Emma Thompson,1
Lily Evans,1
Emma,1
Amelia,1
Emily,1
Amelia Hawthorne,1
Amelia Hart,1
Ellie,1
Amelia Hartman,1
